x,y,z,vx,vy,vz,svx,svy,svz,ox,oy,oz
0.303353,-0.0531953,0.557941,0.0731867,-0.0602816,0.295188,-0.766766,0.288244,-0.289703,-0.928184,2.23075,4515.86
0.30411,-0.0538408,0.561065,0.0774689,-0.0660938,0.319928,-0.770549,0.291472,-0.305325,-0.966873,2.28087,4484.74
0.30487,-0.0545308,0.564052,0.077832,-0.0706593,0.305884,-0.774349,0.294922,-0.320261,-0.986374,2.28628,4491.02
0.305629,-0.0551835,0.566881,0.0777496,-0.0668327,0.289679,-0.778145,0.298185,-0.334405,-0.978923,2.29516,4492.56
0.306294,-0.0558419,0.569665,0.0618564,-0.0612963,0.259144,-0.781468,0.301477,-0.348324,-0.969634,2.24639,4502.92
0.306954,-0.0565228,0.572374,0.0675903,-0.0697247,0.277386,-0.784768,0.304882,-0.361868,-1.01576,2.29591,4479.3
0.307619,-0.0572315,0.574901,0.0681091,-0.0725685,0.258844,-0.788094,0.308425,-0.374507,-1.02723,2.29803,4488.65
0.308284,-0.0579777,0.577343,0.068103,-0.0764072,0.250055,-0.791419,0.312156,-0.386717,-1.04911,2.30824,4485.43
0.308872,-0.0587869,0.579717,0.060202,-0.0828667,0.243036,-0.794359,0.316202,-0.398584,-1.07988,2.29085,4482.75
0.309483,-0.0595402,0.581912,0.0569292,-0.0701277,0.204373,-0.797416,0.319969,-0.409561,-1.03914,2.28381,4501.6
0.310032,-0.0602515,0.584071,0.0561646,-0.0728287,0.221033,-0.800159,0.323525,-0.420353,-1.07069,2.30202,4479.06
0.310621,-0.0610436,0.586075,0.0603363,-0.0811161,0.205237,-0.803105,0.327486,-0.430375,-1.10549,2.32003,4487.68
0.311124,-0.0617684,0.587999,0.0515533,-0.0742184,0.197064,-0.805622,0.33111,-0.439997,-1.08699,2.29553,4485.63
0.311664,-0.0625413,0.589776,0.0502486,-0.0719528,0.165361,-0.808321,0.334974,-0.448879,-1.09069,2.29643,4500.81
0.312101,-0.0633757,0.591442,0.044754,-0.0854431,0.170618,-0.810506,0.339146,-0.45721,-1.15178,2.29092,4488.28
0.31254,-0.0641641,0.592976,0.0448853,-0.0807343,0.157135,-0.812698,0.343089,-0.464882,-1.1361,2.29768,4494.47
0.313009,-0.0649561,0.594403,0.0480804,-0.0810959,0.146124,-0.815046,0.347048,-0.472017,-1.15061,2.31375,4496.15
0.313418,-0.0658055,0.595768,0.0380832,-0.079069,0.12702,-0.817091,0.351295,-0.47884,-1.15313,2.28042,4503.43
0.313879,-0.0665777,0.597021,0.0471985,-0.0790787,0.128326,-0.819396,0.355156,-0.485106,-1.16654,2.32661,4496.64
0.314217,-0.0673467,0.598179,0.0345886,-0.0787476,0.118573,-0.821084,0.359002,-0.490895,-1.17466,2.28085,4500.45
0.314552,-0.0681923,0.599234,0.0342987,-0.0865837,0.107996,-0.822759,0.363229,-0.496168,-1.21177,2.29103,4503.42
0.314853,-0.0690383,0.600084,0.0280678,-0.0787548,0.0791293,-0.824267,0.367459,-0.500419,-1.18811,2.26712,4518.51
0.315156,-0.0698495,0.600829,0.031015,-0.0830635,0.0763367,-0.825781,0.371515,-0.504146,-1.21918,2.28685,4514.22
0.315423,-0.0707156,0.601482,0.0273346,-0.0886887,0.066803,-0.827116,0.375846,-0.507408,-1.24558,2.27394,4518.58
0.315701,-0.0715676,0.602054,0.0283997,-0.0872482,0.0586365,-0.828503,0.380106,-0.510271,-1.24778,2.28232,4521.1
0.315931,-0.0724235,0.602536,0.0214761,-0.0796758,0.0448886,-0.829656,0.384385,-0.512682,-1.23343,2.25876,4527.52
0.31614,-0.0732864,0.602939,0.0213867,-0.0883652,0.0412476,-0.8307,0.3887,-0.514696,-1.2786,2.26555,4526.97
0.316351,-0.0741749,0.603196,0.0216064,-0.0909752,0.0263062,-0.831755,0.393142,-0.51598,-1.29098,2.26469,4535.86
0.316489,-0.0750899,0.603357,0.0141296,-0.0937012,0.0165161,-0.832445,0.397717,-0.516787,-1.30945,2.23964,4539.52
0.316626,-0.0759724,0.603434,0.012748,-0.0821512,0.00709672,-0.83313,0.40213,-0.517168,-1.28034,2.23965,4543.86
0.316753,-0.0769024,0.603374,0.0129913,-0.0952316,-0.00605469,-0.833764,0.40678,-0.516872,-1.34076,2.23909,4551.58
0.316884,-0.0778684,0.603224,0.0134094,-0.0989235,-0.0154175,-0.834419,0.41161,-0.51612,-1.35604,2.23981,4556.11
0.316976,-0.078796,0.602906,0.00940552,-0.0949867,-0.0325195,-0.834878,0.416248,-0.514532,-1.34963,2.22223,4566.85
0.317043,-0.0797486,0.602481,0.00689392,-0.0975449,-0.0435486,-0.835215,0.421011,-0.512405,-1.3715,2.21461,4572.52
0.317046,-0.080684,0.602064,0.000277433,-0.087075,-0.0388128,-0.83523,0.425688,-0.510321,-1.34931,2.19674,4568.46
0.317045,-0.0816535,0.601525,-0.000119019,-0.0992722,-0.0552002,-0.835224,0.430535,-0.507625,-1.40454,2.19285,4581.74
0.317091,-0.0826118,0.600833,0.004776,-0.0981384,-0.0709167,-0.835457,0.435327,-0.504163,-1.40265,2.20522,4591.39
0.317113,-0.0835718,0.6001,0.00223083,-0.0982964,-0.0749817,-0.835566,0.440127,-0.500501,-1.41588,2.19307,4593.31
0.317077,-0.0846111,0.599208,-0.0034041,-0.0967497,-0.0830356,-0.835383,0.445323,-0.496041,-1.42225,2.17276,4600.14
0.317043,-0.0855488,0.598247,-0.00348511,-0.0960289,-0.0984619,-0.835213,0.450012,-0.491234,-1.42945,2.16982,4611.77
0.316961,-0.0865438,0.597168,-0.00838013,-0.101886,-0.110431,-0.834804,0.454987,-0.485842,-1.4595,2.14891,4619.97
0.316852,-0.0875259,0.595992,-0.0111298,-0.100562,-0.120459,-0.834261,0.459897,-0.47996,-1.46179,2.13804,4627.66
0.316805,-0.0885624,0.594756,-0.00438343,-0.096491,-0.115051,-0.834025,0.46508,-0.47378,-1.46376,2.16181,4625.55
0.316631,-0.0895409,0.593433,-0.0177734,-0.100199,-0.135461,-0.833157,0.469972,-0.467166,-1.48516,2.10376,4643.4
0.316448,-0.0906041,0.592005,-0.0188019,-0.108871,-0.146295,-0.832239,0.475288,-0.460023,-1.5224,2.10304,4650.95
0.316291,-0.0916403,0.590492,-0.016037,-0.106105,-0.154901,-0.831456,0.480469,-0.452459,-1.51881,2.10712,4658.74
0.316108,-0.0926164,0.588887,-0.0170371,-0.0908647,-0.149359,-0.830541,0.48535,-0.444437,-1.48491,2.1004,4657.53
0.315931,-0.0937266,0.587172,-0.0181885,-0.113687,-0.175635,-0.829653,0.490901,-0.435861,-1.57434,2.08451,4680.64
0.31566,-0.0947731,0.585416,-0.0277039,-0.107159,-0.179846,-0.8283,0.496133,-0.427079,-1.55143,2.04989,4683.29
0.315405,-0.09574,0.583587,-0.0260803,-0.099012,-0.187311,-0.827027,0.500968,-0.417933,-1.53872,2.05392,4692.2
0.315185,-0.0967962,0.581617,-0.0204939,-0.0983283,-0.183366,-0.825926,0.506249,-0.408085,-1.55487,2.06725,4693.33
0.314868,-0.0978572,0.579561,-0.0324738,-0.108637,-0.210565,-0.82434,0.511554,-0.397803,-1.59383,2.01105,4717.44
0.314574,-0.0988534,0.577505,-0.0300934,-0.102019,-0.210541,-0.822871,0.516535,-0.387523,-1.57875,2.02217,4717.97
0.314222,-0.0999091,0.575354,-0.0360352,-0.108096,-0.220172,-0.821112,0.521813,-0.376772,-1.61172,1.99211,4729.87
0.313853,-0.100948,0.57309,-0.0343822,-0.0967539,-0.210771,-0.819265,0.52701,-0.365452,-1.5863,1.99725,4727.64
0.313565,-0.102033,0.570771,-0.0295349,-0.111083,-0.237537,-0.817823,0.532434,-0.353853,-1.64353,1.9973,4753.16
0.313187,-0.10306,0.568369,-0.0386322,-0.10513,-0.245935,-0.815936,0.537567,-0.341845,-1.62625,1.95773,4760.19
0.312834,-0.104153,0.565966,-0.0361816,-0.111947,-0.246051,-0.81417,0.543033,-0.32983,-1.66378,1.96464,4764.97
0.312455,-0.10522,0.563443,-0.0388519,-0.109287,-0.258368,-0.812273,0.54837,-0.317215,-1.65951,1.94392,4779.54
0.312056,-0.106278,0.560855,-0.0370983,-0.0984865,-0.240878,-0.81028,0.553659,-0.304277,-1.64338,1.94895,4772.32
0.311629,-0.107333,0.558204,-0.0437531,-0.108015,-0.27146,-0.808144,0.558934,-0.291022,-1.68229,1.90945,4802.36
0.311271,-0.108381,0.555463,-0.0366608,-0.107298,-0.280731,-0.806354,0.564173,-0.277314,-1.68457,1.92812,4810.39
0.310844,-0.109467,0.552741,-0.0437408,-0.111247,-0.278723,-0.804218,0.569605,-0.263705,-1.7096,1.89467,4814.24
0.310392,-0.110508,0.549957,-0.0420255,-0.0968898,-0.259155,-0.801961,0.574809,-0.249785,-1.67789,1.90092,4808.52
0.310009,-0.111556,0.547086,-0.0391907,-0.107339,-0.293964,-0.800047,0.58005,-0.235432,-1.71975,1.89073,4842.39
0.309471,-0.11266,0.544121,-0.0551514,-0.113006,-0.303644,-0.797354,0.585568,-0.220605,-1.74186,1.82947,4850.37
0.309019,-0.113683,0.541155,-0.0462219,-0.104783,-0.303699,-0.795097,0.590684,-0.205776,-1.72346,1.85912,4856.23
0.308556,-0.114747,0.538135,-0.043138,-0.099058,-0.281178,-0.79278,0.596005,-0.190674,-1.72673,1.86022,4848.87
0.308085,-0.115777,0.535048,-0.0482056,-0.105388,-0.316119,-0.790426,0.601151,-0.175239,-1.74979,1.82376,4883.7
0.307624,-0.116855,0.532058,-0.0472687,-0.110392,-0.306146,-0.788118,0.606541,-0.16029,-1.77665,1.82591,4878.59
0.307083,-0.117943,0.528883,-0.0553284,-0.111419,-0.325073,-0.785417,0.611981,-0.144417,-1.78201,1.78552,4900.96
0.306586,-0.119006,0.525707,-0.0462924,-0.0990184,-0.295721,-0.78293,0.6173,-0.128534,-1.76219,1.81707,4886.29
0.306061,-0.120061,0.522455,-0.0537964,-0.107985,-0.332941,-0.780303,0.622572,-0.112277,-1.79574,1.76873,4924.13
0.305555,-0.121081,0.519167,-0.0517487,-0.10451,-0.336737,-0.777777,0.627675,-0.0958347,-1.79056,1.77169,4928.63
0.305053,-0.122141,0.515887,-0.0514832,-0.108498,-0.335834,-0.775263,0.632973,-0.0794366,-1.81524,1.76262,4935.63
0.304539,-0.123158,0.512486,-0.0478099,-0.0946336,-0.316634,-0.772695,0.638056,-0.0624299,-1.78502,1.76876,4931.51
0.303985,-0.124222,0.509168,-0.0567444,-0.108973,-0.339807,-0.769924,0.643377,-0.0458378,-1.83937,1.72315,4958.5
0.303411,-0.125248,0.50575,-0.0587463,-0.105042,-0.350006,-0.767056,0.648506,-0.0287476,-1.82709,1.71142,4969.98
0.30287,-0.126254,0.502378,-0.0554596,-0.103104,-0.345294,-0.764348,0.65354,-0.0118876,-1.83441,1.71481,4973.53
